Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,Difficulty
racer,5,2768,7.93,697.12,-0.43,301.95,34.0,1.0,0.22751645447383803
racers,6,1290,7.16,638.97,-0.4,138.2,34.0,0.97,0.2085842799420599
races,5,11782,9.37,634.31,-0.61,275.6,35.0,0.97,0.07931183451500597
racetrack,9,314,5.75,748.68,-0.04,187.9,31.0,0.94,0.5042819750451069
raceway,7,386,5.96,770.13,-0.23,283.67,32.0,0.97,0.5199105486518767
rachel,6,4534,8.42,638.06,-0.44,207.52,32.0,1.0,0.12690910014993265
racial,6,8317,9.03,651.7,-0.48,239.79,30.0,0.91,0.10845975959950192
racialism,9,57,4.04,973.39,0.29,453.5,28.0,0.93,0.8934969886406953
racially,8,666,6.5,796.43,0.23,304.66,28.0,0.9,0.5133541714314757
racing,6,15076,9.62,614.06,-0.59,152.35,33.0,0.97,0.0565678127620645
racism,6,8554,9.05,661.81,-0.42,272.54,32.0,0.97,0.11610886635663642
racist,6,11025,9.31,617.0,-0.48,220.94,33.0,0.97,0.06914690859190363
racists,7,1670,7.42,701.89,-0.33,162.19,35.0,1.0,0.2747325353866484
rack,4,11655,9.36,622.41,-0.61,198.34,32.0,1.0,0.07140860460979391
racked,6,473,6.16,663.41,-0.48,283.26,27.0,0.82,0.32482020787273513
racket,6,671,6.51,670.52,-0.35,157.67,33.0,0.97,0.30565932250768724
racketeer,9,17,2.83,820.56,0.17,296.88,27.0,0.79,0.8286193489364946
racketeers,10,24,3.18,874.41,0.47,276.45,22.0,0.67,0.8590887143909939
rackets,7,141,4.95,790.87,-0.07,283.48,30.0,0.91,0.645193260654113
racking,7,438,6.08,720.73,-0.29,224.37,33.0,0.97,0.4241061218266372
racks,5,1449,7.28,622.87,-0.52,177.86,31.0,0.91,0.1805290843942975
racquet,7,597,6.39,769.12,0.01,254.6,26.0,0.79,0.4780056415338873
racy,4,149,5.0,800.04,-0.1,335.43,27.0,0.82,0.6545704048181749
radar,5,7554,8.93,725.16,-0.35,374.52,32.0,0.94,0.19097354578028514
radial,6,977,6.88,590.0,-0.48,136.08,33.0,0.97,0.16873777032349876
radiance,8,585,6.37,669.03,-0.33,215.53,33.0,0.97,0.3148839927829026
radiant,7,623,6.43,689.76,-0.39,257.19,29.0,0.85,0.3417448095347005
radiate,7,442,6.09,698.03,-0.23,240.44,33.0,0.97,0.3855556402632716
radiated,8,509,6.23,778.76,-0.04,203.42,29.0,0.88,0.5091865518030038
radiates,8,195,5.27,760.68,-0.05,301.15,31.0,0.91,0.5690833778048843
radiating,9,362,5.89,792.9,-0.14,275.32,30.0,0.97,0.5643820995654494
radiation,9,7722,8.95,713.91,-0.15,232.85,34.0,1.0,0.17620899087697897
radiations,10,61,4.11,865.4,0.21,290.85,30.0,0.88,0.8005895657035399
radiator,8,1051,6.96,609.12,-0.57,112.13,33.0,0.97,0.18543366115219434
radiators,9,280,5.63,730.69,-0.25,238.67,32.0,0.97,0.4857309852354451
radical,7,8075,9.0,738.07,-0.24,316.39,30.0,0.94,0.2020279027216589
radicalism,10,174,5.16,1012.67,0.81,328.75,27.0,0.87,0.878224187441234
radicalize,10,5,1.61,927.5,0.44,391.14,24.0,0.77,0.9387817336281162
radically,9,1967,7.58,697.0,-0.38,220.13,31.0,0.94,0.254580569744098
radicals,8,1168,7.06,749.03,-0.19,249.12,31.0,0.91,0.3789230260984473
radii,5,261,5.56,1190.0,1.11,467.84,5.0,0.14,0.9550202027902722
radio,5,71946,11.18,599.2,-0.81,313.43,35.0,0.97,0.016441767680618027
radioactive,11,2740,7.92,791.24,-0.01,328.67,33.0,1.0,0.3685548016568829
radioactivity,13,375,5.93,786.68,0.09,224.35,34.0,1.0,0.5503290894767604
radiocarbon,11,85,4.44,1213.92,1.44,464.08,25.0,0.74,0.9769510304693655
radiochlorine,13,0,0.0,1261.22,1.29,566.37,9.0,0.35,0.9983990241671113
radioed,7,60,4.09,1098.0,1.2,354.44,13.0,0.39,0.9518436634393027
radiogram,9,3,1.1,986.21,0.68,388.41,28.0,0.82,0.9679550710274198
radiograph,10,49,3.89,859.34,0.42,309.94,29.0,0.88,0.8074254783868262
radiography,11,48,3.87,898.76,0.41,272.69,29.0,0.97,0.8462809077278849
radioisotope,12,71,4.26,1035.5,1.19,312.24,16.0,0.64,0.9198749714111458
radiology,9,648,6.47,830.91,0.12,340.7,34.0,1.0,0.57264110187797
radios,6,3446,8.14,634.8,-0.47,182.62,30.0,0.94,0.13956443292419507
radiotherapy,12,65,4.17,934.42,0.45,369.87,31.0,0.97,0.861884069019847
radish,6,139,4.93,781.03,-0.25,273.28,30.0,0.88,0.632487103250235
radium,6,93,4.53,859.9,0.2,410.35,20.0,0.63,0.7695103046936546
radius,6,6017,8.7,749.94,-0.22,360.97,34.0,0.97,0.24034967345175473
rafael,6,2750,7.92,833.85,0.19,269.44,27.0,0.79,0.44059871413687074
raffle,6,404,6.0,655.56,-0.45,198.85,32.0,0.94,0.32664989453889354
raft,4,841,6.73,660.68,-0.35,191.28,31.0,0.91,0.2712510482579858
rafter,6,102,4.62,818.88,0.13,305.27,24.0,0.75,0.7116464638763945
raftered,8,1,0.0,951.64,0.59,340.95,11.0,0.32,0.9745876851922441
rafters,7,303,5.71,742.9,-0.13,197.61,29.0,0.85,0.4984879672689385
rafts,5,173,5.15,678.45,-0.37,159.31,33.0,0.97,0.44329241950649284
rag,3,3827,8.25,669.52,-0.37,230.39,31.0,0.97,0.17071993087850373
ragamuffin,10,32,3.47,992.42,0.79,303.36,12.0,0.39,0.9206119285405707
ragbag,6,2,0.69,753.82,-0.09,249.95,17.0,0.57,0.8740819801275698
rage,4,6289,8.75,584.34,-0.67,140.22,35.0,1.0,0.06843536377728647
raged,5,272,5.61,649.33,-0.38,198.6,30.0,0.88,0.35068994434703055
rages,5,381,5.94,619.23,-0.48,176.18,31.0,0.94,0.27663845899723005
ragged,6,1133,7.03,673.65,-0.42,198.64,31.0,0.97,0.2651012680745089
raggedness,10,1,0.0,954.0,0.64,416.04,25.0,0.71,0.975121343803207
ragging,7,191,5.25,688.1,-0.33,243.76,30.0,0.91,0.44962008589362407
raging,6,5441,8.6,743.79,-0.27,275.71,29.0,0.88,0.23958730400752204
rags,4,1457,7.28,601.74,-0.66,131.29,34.0,1.0,0.15651444690096822
ragtag,6,28,3.33,760.34,0.0,260.53,29.0,0.85,0.7311885339635588
ragtime,7,668,6.5,715.26,-0.19,283.49,31.0,0.94,0.37572107443267005
raid,4,6762,8.82,682.44,-0.3,241.39,32.0,0.94,0.14876369088460267
raided,6,986,6.89,716.72,-0.16,165.83,29.0,0.94,0.3430154252750883
raider,6,745,6.61,722.06,-0.3,270.39,32.0,0.94,0.3765342685065183
raiders,7,6274,8.74,608.55,-0.6,126.66,33.0,0.97,0.0868338796981017
raiding,7,2212,7.7,712.63,-0.11,298.65,27.0,0.82,0.2668801301110518
raids,5,1339,7.2,715.75,-0.23,309.95,32.0,0.94,0.31445198343117076
rail,4,7339,8.9,622.0,-0.69,163.05,32.0,0.97,0.09008665599349444
railhead,8,28,3.33,857.15,0.14,398.55,27.0,0.79,0.836497166526899
railing,7,700,6.55,768.43,-0.11,302.65,30.0,0.91,0.4611318645015374
railroad,8,4755,8.47,594.19,-0.6,161.12,31.0,0.97,0.08752001219791111
railroader,10,170,5.14,803.29,0.15,269.74,31.0,0.94,0.64737871972758
railroading,11,354,5.87,771.78,-0.05,279.01,32.0,1.0,0.5318035119819065
railroads,9,1841,7.52,585.79,-0.51,136.11,33.0,0.97,0.1258417829280069
rails,5,1880,7.54,582.71,-0.6,182.36,34.0,1.0,0.12182663718838149
railway,7,2946,7.99,677.06,-0.45,153.21,31.0,0.91,0.19671672892683795
railways,8,1016,6.92,700.36,-0.33,233.5,33.0,0.97,0.31521435287540345
rain,4,17801,9.79,551.84,-0.84,124.9,31.0,1.0,0.024649945363523162
rainbow,7,6749,8.82,686.82,-0.42,251.16,33.0,1.0,0.1541002769942314
raincoat,8,191,5.25,740.32,-0.27,308.05,34.0,0.97,0.5375975197580748
raincoats,9,68,4.22,668.35,-0.41,190.03,34.0,0.97,0.5148534980051332
raindrop,8,68,4.22,711.88,-0.33,257.56,34.0,1.0,0.5871515336331986
raindrops,9,116,4.75,705.56,-0.32,252.3,32.0,0.97,0.5270259967980483
rained,6,610,6.41,630.77,-0.61,244.92,31.0,0.94,0.25465680668852125
rainfall,8,547,6.3,735.03,-0.51,397.29,36.0,1.0,0.4279942059922238
rainier,7,192,5.26,1053.0,1.03,465.79,14.0,0.48,0.900180427435135
raining,7,1159,7.06,598.53,-0.55,123.04,34.0,0.97,0.16673019745368606
rainless,8,3,1.1,800.8,-0.07,440.97,30.0,0.94,0.8897105537343397
rainproof,9,1,0.0,795.44,-0.02,247.36,32.0,0.97,0.9204340423369165
rains,5,1316,7.18,640.43,-0.56,210.85,35.0,1.0,0.20904170160859953
rainstorm,9,116,4.75,747.61,-0.3,362.48,33.0,1.0,0.5960966684455287
rainwater,9,176,5.17,718.12,-0.16,305.18,33.0,0.97,0.5083987700439633
rainy,5,1419,7.26,615.25,-0.49,133.79,32.0,0.94,0.1728545653223552
raise,5,24837,10.12,672.18,-0.44,284.68,34.0,1.0,0.07646565525653731
raised,6,20466,9.93,631.58,-0.59,170.26,31.0,0.97,0.056516988132448986
raiser,6,387,5.96,692.58,-0.37,246.92,24.0,0.8,0.388427231836548
raises,6,5744,8.66,600.42,-0.55,157.95,31.0,0.94,0.08388605118040202
raisin,6,314,5.75,741.52,-0.2,326.42,29.0,0.91,0.4916520545856522
raising,7,8673,9.07,626.62,-0.53,185.11,34.0,1.0,0.08627480877233107
raj,3,1417,7.26,1016.8,0.68,370.38,5.0,0.15,0.7721785977484689
rajah,5,102,4.62,748.38,0.24,174.35,8.0,0.24,0.6094381337196005
rake,4,919,6.82,612.86,-0.43,186.67,29.0,0.91,0.19958832050011435
raked,5,253,5.53,725.59,-0.24,268.84,32.0,0.97,0.4865441793092933
rakish,6,31,3.43,896.0,-0.07,142.71,4.0,0.11,0.8644253005006226
rakishly,8,4,1.39,764.86,0.16,207.7,7.0,0.26,0.8527610480038627
rallied,7,394,5.98,723.33,-0.03,231.85,30.0,0.91,0.4394805722853295
rallies,7,897,6.8,780.41,-0.16,377.45,27.0,0.87,0.45737084190998956
rally,5,5455,8.6,643.06,-0.48,169.77,31.0,0.91,0.12220782191049782
rallying,8,591,6.38,808.21,0.05,292.77,29.0,0.91,0.5438997738303982
ralph,5,8569,9.06,599.68,-0.61,160.01,31.0,0.97,0.06688521257401336
ram,3,65790,11.09,728.3,-0.32,356.18,30.0,0.88,0.07717720007115449
ramadan,7,1092,7.0,881.27,0.44,291.57,22.0,0.67,0.6063632436278621
ramble,6,735,6.6,681.38,-0.36,249.28,34.0,0.97,0.31381667556097687
rambler,7,432,6.07,715.91,-0.3,303.8,34.0,1.0,0.4170669106248888
rambles,7,104,4.64,770.86,-0.14,260.38,29.0,0.85,0.6414830626921806
rambling,8,1642,7.4,712.42,-0.2,274.04,31.0,0.91,0.2926228050113085
ramblings,9,1006,6.91,742.03,-0.21,267.99,30.0,0.91,0.38138802063479965
rambunctious,12,120,4.79,1131.48,0.84,482.35,23.0,0.74,0.9489466595512185
ramification,12,38,3.64,1011.2,0.6,338.56,30.0,0.91,0.9251099082615435
ramifications,13,1521,7.33,993.0,0.78,272.2,31.0,0.97,0.7383039821097304
rammed,6,684,6.53,753.9,-0.14,165.88,29.0,0.85,0.43841325506340373
ramming,7,486,6.19,770.33,-0.02,279.08,30.0,0.83,0.49881832736143933
ramp,4,2793,7.93,714.78,-0.34,404.18,32.0,1.0,0.25183603974486035
rampage,7,1277,7.15,748.15,-0.16,284.25,33.0,1.0,0.36957129424919316
rampant,7,1739,7.46,728.56,-0.14,263.12,27.0,0.84,0.31173286574674086
rampart,7,455,6.12,809.61,0.23,308.89,23.0,0.72,0.5704302304896953
ramps,5,906,6.81,694.8,-0.29,249.98,30.0,0.91,0.31628167009732916
ramrod,6,94,4.54,787.2,0.18,262.64,15.0,0.45,0.6735534039795685
ramsey,6,1414,7.25,770.26,0.09,197.1,27.0,0.87,0.3969149449823384
ramshackle,10,57,4.04,929.17,0.37,395.35,23.0,0.74,0.8634088079083123
ran,3,30986,10.34,590.91,-0.63,173.18,32.0,0.94,0.02741988767756855
ranch,5,3653,8.2,578.55,-0.68,149.22,33.0,0.97,0.08734212599425682
rancher,7,570,6.35,673.76,-0.33,214.44,29.0,0.91,0.32431196157658
ranchers,8,798,6.68,743.78,-0.22,243.58,32.0,0.94,0.40657162460928564
ranches,7,243,5.49,691.97,-0.23,219.97,31.0,0.94,0.43282254580569746
rancho,6,610,6.41,763.73,0.01,229.4,15.0,0.48,0.4661635028334731
rancid,6,617,6.42,682.57,-0.26,160.71,28.0,0.8,0.3316052959264059
rancidity,9,15,2.71,976.4,0.85,358.0,20.0,0.61,0.9331656120556021
rancor,6,351,5.86,807.69,0.33,173.19,16.0,0.48,0.5916495133541715
rancorous,9,28,3.33,947.81,0.8,343.63,16.0,0.47,0.9023150618789866
rand,4,7231,8.89,743.36,-0.23,286.04,11.0,0.33,0.21702116845823485
randolph,8,1400,7.24,782.58,-0.09,265.66,33.0,0.97,0.41775304312469824
random,6,22335,10.01,605.87,-0.62,248.24,31.0,0.94,0.040558054433178316
randomization,13,97,4.57,923.54,0.48,360.64,28.0,0.93,0.8328632055093899
randy,5,11522,9.35,694.25,-0.38,178.6,32.0,0.91,0.13054306116744174
rang,4,1730,7.46,715.23,-0.19,243.78,30.0,0.88,0.29170796167822927
range,5,58184,10.97,638.35,-0.6,233.08,31.0,0.94,0.031180910269116412
ranged,6,1183,7.08,705.21,-0.28,233.2,34.0,1.0,0.30903916037711876
rangelands,10,20,3.0,971.21,0.53,437.2,24.0,0.73,0.9232548092805773
ranger,6,3712,8.22,621.53,-0.45,147.87,34.0,0.97,0.12218240959569007
rangers,7,5073,8.53,614.91,-0.6,162.44,33.0,1.0,0.10149678534217682
ranges,6,4913,8.5,672.48,-0.44,235.98,29.0,0.91,0.15781047495616377
ranging,7,4860,8.49,726.21,-0.3,290.76,28.0,0.88,0.22408579197479098
rank,4,9512,9.16,623.24,-0.59,273.55,33.0,1.0,0.08002337932962314
ranked,6,3044,8.02,649.18,-0.48,283.77,34.0,1.0,0.16213056847348226
ranker,6,29,3.37,751.0,0.2,268.27,17.0,0.52,0.7157124342456355
rankest,7,45,3.81,795.94,0.23,310.28,16.0,0.5,0.7413026352570455
ranking,7,3647,8.2,635.42,-0.54,179.33,33.0,0.97,0.13631165662880232
ranks,5,4492,8.41,622.71,-0.51,196.79,34.0,1.0,0.11366928413509186
ransack,7,49,3.89,836.4,0.05,334.28,25.0,0.78,0.7834362532083048
ransacked,9,134,4.9,840.07,0.27,211.73,29.0,0.88,0.7187364997077583
ransacking,10,68,4.22,915.13,0.56,281.61,24.0,0.73,0.843155193006531
ransom,6,825,6.72,653.97,-0.56,228.03,35.0,1.0,0.26278874742700314
rant,4,2862,7.96,607.0,-0.5,123.35,27.0,0.82,0.12248735737338314
ranted,6,194,5.27,784.32,0.15,213.34,22.0,0.63,0.6081166933495972
raoul,5,1645,7.41,957.47,0.47,324.95,15.0,0.47,0.6842519885136337
rap,3,5295,8.57,705.42,-0.42,268.91,33.0,1.0,0.19148179207644025
rapacious,9,199,5.29,971.2,0.52,333.06,15.0,0.48,0.838885924118828
rape,4,12684,9.45,619.6,-0.61,198.6,35.0,1.0,0.06556377220401007
raped,5,4056,8.31,679.52,-0.53,238.76,33.0,1.0,0.17849609920967702
rapes,5,1002,6.91,717.69,-0.35,320.53,32.0,0.97,0.3427867144418185
raphael,7,1849,7.52,785.2,0.08,254.75,30.0,0.88,0.3963558740565678
rapid,5,9126,9.12,589.09,-0.66,172.48,33.0,1.0,0.05880409646514701
rapidity,8,124,4.82,665.7,-0.26,226.96,27.0,0.82,0.45325404691113313
rapidly,7,11246,9.33,629.44,-0.57,175.56,34.0,0.97,0.07776168331173286
rapier,6,417,6.03,837.89,0.29,320.44,18.0,0.55,0.6246092856598308
raping,6,1107,7.01,773.58,-0.18,351.26,33.0,0.97,0.42446189423394576
rapist,6,1433,7.27,726.85,-0.28,172.2,34.0,1.0,0.3256588142613911
rapists,7,991,6.9,799.61,-0.04,316.59,31.0,0.94,0.4805976976442784
rapped,6,127,4.84,848.18,0.13,457.17,28.0,0.85,0.7338314147035654
rapping,7,238,5.47,749.77,-0.09,188.2,31.0,0.94,0.5329216538334477
rapport,7,745,6.61,763.59,0.03,155.38,27.0,0.77,0.44687555589438643
rapprochement,13,76,4.33,971.22,0.91,431.06,9.0,0.31,0.8819597977179742
rapscallion,11,9,2.2,1281.25,1.1,494.91,8.0,0.24,0.9956036695382582
rapt,4,132,4.88,825.31,0.38,260.93,13.0,0.39,0.7003633961017509
rapture,7,813,6.7,632.1,-0.42,156.92,30.0,0.91,0.23384412086096923
raptures,8,15,2.71,730.06,-0.11,246.22,31.0,0.97,0.7365505323879952
rapturous,9,86,4.45,928.23,0.4,359.95,26.0,0.79,0.8432060176361464
rapunzel,8,74,4.3,816.88,0.16,277.49,26.0,0.76,0.7331198698889482
rare,4,36258,10.5,566.97,-0.69,162.72,33.0,0.97,0.017839444995044598
rarebit,7,40,3.69,823.25,0.2,358.58,12.0,0.4,0.7816828034865696
rarefaction,11,6,1.79,1009.72,1.09,413.44,18.0,0.6,0.964092399176641
rarefy,6,0,0.0,696.0,-0.05,184.83,9.0,0.28,0.8604863917054204
rarely,6,13743,9.53,641.03,-0.61,203.43,34.0,0.97,0.07804121877461818
rarer,5,681,6.52,793.21,0.05,312.58,19.0,0.56,0.5060862493964575
rarified,8,53,3.97,979.05,0.53,336.1,19.0,0.56,0.8994942949353256
rarity,6,2293,7.74,794.14,0.04,246.33,29.0,0.85,0.38969784757693576
rascal,6,321,5.77,712.73,-0.33,169.27,30.0,0.83,0.441716855988412
rascals,7,480,6.17,658.03,-0.26,160.27,31.0,0.94,0.315468476023481
rash,4,2285,7.73,662.09,-0.41,223.44,33.0,0.97,0.19641178114914487
rasp,4,122,4.8,817.81,0.04,238.99,26.0,0.79,0.6962211887880867
raspberry,9,674,6.51,713.1,-0.13,188.45,29.0,0.94,0.37147721785977483
rasped,6,64,4.16,878.0,0.32,373.19,16.0,0.47,0.8103987192193337
rasping,7,45,3.81,746.21,0.02,183.4,19.0,0.58,0.6740235318035119
rasps,5,10,2.3,873.06,0.36,266.11,18.0,0.55,0.8922263729003075
rat,3,7399,8.91,521.97,-0.89,112.49,34.0,1.0,0.03133338415796295
ratchet,7,339,5.83,711.26,-0.1,253.65,23.0,0.72,0.4328987827501207
rate,4,87417,11.38,578.64,-0.74,193.66,28.0,0.9,0.010266575182333358
rateable,8,3,1.1,941.29,0.62,425.87,7.0,0.22,0.9562654062158522
rated,5,9139,9.12,649.44,-0.49,210.45,34.0,1.0,0.10276740108256462
ratepayer,9,3,1.1,974.0,0.79,292.92,9.0,0.31,0.9649564178801047
rates,5,37473,10.53,647.38,-0.55,236.8,32.0,0.94,0.04607252674646133
rather,6,146049,11.89,679.1,-0.44,250.05,31.0,0.91,0.027623186196030595
ratification,12,1060,6.97,917.88,0.62,415.61,24.0,0.73,0.66402378592666
ratified,8,1161,7.06,783.69,0.05,242.56,26.0,0.81,0.4379558333968641
ratify,6,449,6.11,805.0,-0.03,321.01,33.0,0.97,0.5637213793804478
rating,6,12090,9.4,632.48,-0.51,157.95,33.0,0.97,0.0770501384971157
ratings,7,8508,9.05,671.52,-0.4,139.99,31.0,0.94,0.12495235190973546
ratio,5,12435,9.43,652.22,-0.5,291.84,32.0,0.97,0.09016289293791771
ration,6,551,6.31,759.97,0.0,268.85,32.0,0.97,0.46959416533252013
rational,8,11109,9.32,621.97,-0.57,184.65,33.0,0.97,0.07270463266498946
rationale,9,2666,7.89,774.59,-0.08,280.92,29.0,0.88,0.34492134888567
rationalism,11,220,5.39,797.07,-0.09,291.53,30.0,0.97,0.6176208990876979
rationalist,11,208,5.34,784.23,-0.16,267.78,30.0,0.91,0.6015094914995807
rationalistic,13,32,3.47,994.74,0.76,348.81,27.0,0.9,0.9217554827069198
rationality,11,1003,6.91,869.53,0.25,346.36,32.0,0.94,0.5953088866864883
rationalization,15,551,6.31,879.56,0.45,254.59,32.0,0.97,0.6628802317603111
rationalizations,16,309,5.73,948.22,0.63,424.46,32.0,0.97,0.7913140707987091
rationalize,11,886,6.79,812.64,0.04,256.54,33.0,0.97,0.5128205128205128
rationalized,12,277,5.62,826.39,0.02,395.95,31.0,0.97,0.6415592996366039
rationally,10,1091,6.99,713.28,-0.1,224.17,32.0,0.94,0.3293435999085157
rationed,8,98,4.58,739.94,-0.08,263.61,31.0,0.94,0.5998831033518843
rationing,9,339,5.83,815.29,0.11,371.84,28.0,0.85,0.6069477268684405
rations,7,467,6.15,714.46,-0.17,241.88,26.0,0.81,0.4075372925719804
ratios,6,2375,7.77,655.35,-0.38,162.77,34.0,1.0,0.18596731976315722
rats,4,7486,8.92,608.03,-0.64,164.09,35.0,1.0,0.07895606210769739
rattail,7,3,1.1,907.61,0.7,201.02,28.0,0.8,0.9427460547381261
rattan,6,115,4.74,970.43,0.33,340.91,7.0,0.2,0.8645777743894691
rattle,6,1234,7.12,660.15,-0.53,249.41,34.0,1.0,0.23996848872963839
rattlebrained,13,0,0.0,1255.44,1.23,405.76,18.0,0.55,0.9983227872226881
rattled,7,337,5.82,735.36,-0.31,262.34,33.0,0.97,0.47538817310868847
rattler,7,129,4.86,710.21,-0.15,221.96,33.0,0.97,0.5243322914284262
rattlers,8,45,3.81,756.58,-0.06,200.64,31.0,0.91,0.6888516174938375
rattles,7,360,5.89,680.83,-0.38,388.4,30.0,0.94,0.3758735483215166
rattlesnake,11,235,5.46,703.73,-0.31,201.53,33.0,1.0,0.4560239892251785
rattlesnakes,12,83,4.42,716.21,-0.1,218.6,34.0,1.0,0.575258570303169
rattletrap,10,7,1.95,903.8,0.71,325.54,25.0,0.81,0.9193159004853753
rattling,8,493,6.2,729.74,-0.33,227.16,31.0,0.97,0.42878198775126425
ratty,5,177,5.18,809.52,0.09,299.3,29.0,0.85,0.6534014383370181
raucous,7,152,5.02,794.0,0.33,227.7,14.0,0.42,0.6442530050062261
raucously,9,21,3.04,889.89,0.54,324.08,19.0,0.59,0.8761912022566135
raunchy,7,192,5.26,742.61,-0.11,272.81,28.0,0.82,0.5406724098498132
ravage,6,363,5.89,812.32,-0.06,354.68,31.0,0.91,0.5964524408528373
ravages,7,239,5.48,761.07,0.0,207.99,27.0,0.82,0.5501257909582984
rave,4,2964,7.99,564.12,-0.68,156.14,33.0,1.0,0.08515666692078981
ravel,5,387,5.96,717.82,-0.1,203.63,22.0,0.65,0.4314248684912709
raven,5,3390,8.13,625.65,-0.49,165.74,31.0,1.0,0.13100048283398136
ravenous,8,221,5.4,801.07,0.12,258.88,29.0,0.94,0.6222713526975172
ravine,6,279,5.63,795.23,-0.23,391.85,26.0,0.79,0.5924118827984041
ravines,7,31,3.43,815.14,0.16,491.76,14.0,0.45,0.7885441284846637
raving,6,1838,7.52,675.37,-0.37,204.54,27.0,0.84,0.22962567660288175
ravioli,7,95,4.55,896.69,0.24,347.29,29.0,0.91,0.8072984168127875
ravish,6,48,3.87,717.65,-0.23,252.47,31.0,0.91,0.6275317018627227
ravishing,9,131,4.88,735.27,-0.17,241.77,30.0,0.94,0.5636451424360245
raw,3,12360,9.42,622.2,-0.56,246.35,35.0,1.0,0.06825747757363218
rawhide,7,283,5.65,796.6,-0.04,247.47,30.0,0.88,0.5927930675205204
rawlings,8,487,6.19,831.43,0.21,205.88,28.0,0.88,0.6002642880740007
ray,3,23072,10.05,599.0,-0.65,230.37,31.0,0.94,0.036593733323168405
raymond,7,5620,8.63,664.56,-0.36,161.24,34.0,0.97,0.14180071662727758
rayon,5,220,5.39,814.96,0.02,275.32,24.0,0.71,0.6442784173210337
rays,4,1644,7.4,698.8,-0.46,380.23,35.0,1.0,0.2717084699245254
raze,4,110,4.7,803.68,-0.07,479.29,22.0,0.67,0.683794566847094
razing,6,31,3.43,709.67,-0.19,261.46,24.0,0.71,0.6522578841706691
razor,5,3264,8.09,708.59,-0.35,417.82,32.0,0.97,0.23099794160250056
razorback,9,65,4.17,798.36,-0.14,312.54,33.0,1.0,0.71815201646718
razzle,6,81,4.39,829.31,-0.1,409.71,29.0,0.88,0.741988767756855
reach,5,34160,10.44,561.06,-0.67,152.37,32.0,0.97,0.017432847958120504
reached,7,27584,10.22,574.48,-0.59,111.44,33.0,1.0,0.023989225178521513
reaches,7,6339,8.75,703.21,-0.31,264.99,33.0,0.97,0.17707300958044267
reaching,8,7359,8.9,595.74,-0.59,140.62,34.0,1.0,0.07082412136921552
reacquainted,12,16,2.77,892.72,0.75,231.55,25.0,0.81,0.8880333409570278
react,5,5926,8.69,663.3,-0.53,290.36,33.0,0.94,0.13651495514726436
reactants,9,60,4.09,991.35,0.64,377.21,31.0,0.94,0.9025437727122564
reacted,7,1509,7.32,684.64,-0.43,255.78,33.0,0.97,0.25788417066910624
reacting,8,1315,7.18,726.59,-0.25,268.54,29.0,0.88,0.33305379787044803
reaction,8,16706,9.72,610.3,-0.56,130.81,33.0,0.97,0.05128205128205128
reactionaries,13,378,5.93,1090.83,1.1,296.52,18.0,0.64,0.9000533658610963
reactionary,11,1413,7.25,862.84,0.42,302.8,32.0,0.97,0.5520571268836878
reactions,9,7371,8.91,667.38,-0.37,231.39,32.0,0.94,0.1283830144087825
reactivate,10,153,5.03,925.91,0.4,407.24,33.0,0.97,0.8093314019974079
reactivated,11,149,5.0,902.15,0.25,467.47,33.0,0.97,0.7868669157073518
reactive,8,1510,7.32,691.22,-0.46,244.73,32.0,0.94,0.2672613148331682
reactivity,10,192,5.26,836.38,0.0,333.76,34.0,1.0,0.6853701303651749
reactor,7,2659,7.89,781.2,-0.16,437.37,35.0,1.0,0.3548829762903103
reactors,8,1040,6.95,792.97,-0.1,289.96,33.0,0.94,0.4639780437600061
reacts,6,1002,6.91,700.55,-0.44,204.47,33.0,0.97,0.31645955630098344
read,4,289582,12.58,547.58,-0.82,143.06,31.0,1.0,0.0019821605550049554
readable,8,4681,8.45,750.41,-0.12,284.49,32.0,0.94,0.26047622677949733
readapting,10,0,0.0,1005.76,0.95,237.63,29.0,0.88,0.9838885924118828
readdress,9,24,3.18,1072.83,1.07,389.91,23.0,0.82,0.9602551396406699
reader,6,23072,10.05,587.97,-0.72,169.31,33.0,1.0,0.032044928972580114
readers,7,31684,10.36,586.76,-0.66,118.67,33.0,1.0,0.02559020101141013
readership,10,2858,7.96,786.9,0.14,373.98,20.0,0.65,0.35765291860435566
readily,7,6690,8.81,734.97,-0.3,263.54,34.0,0.97,0.21186246855226043
readiness,9,1096,7.0,717.44,-0.24,206.67,32.0,1.0,0.3345277121292979
reading,7,102706,11.54,598.76,-0.65,234.6,33.0,1.0,0.012299560366953826
readings,8,4044,8.3,648.74,-0.63,295.82,34.0,1.0,0.1449010190338238
readjust,8,184,5.21,1145.54,1.27,485.35,13.0,0.46,0.9450585753856319
readjusted,10,61,4.11,932.08,0.41,465.66,24.0,0.77,0.8625956138344641
readjustment,12,90,4.5,786.28,0.26,190.22,18.0,0.67,0.6759675738863054
readout,7,602,6.4,947.55,0.75,326.48,22.0,0.67,0.7470966430332139
reads,5,13484,9.51,614.72,-0.48,202.38,32.0,0.97,0.061167441742268305
ready,5,43959,10.69,582.18,-0.73,268.88,33.0,1.0,0.01880511295773932
readying,8,151,5.02,947.86,0.44,360.7,28.0,0.88,0.8318467129170796
reaffirm,8,305,5.72,966.54,0.45,386.8,28.0,0.8,0.8105511931081802
