Word,Difficulty
wrist,0.14172299
yacht,0.59095615
yard,0.24409722
yawn,0.5437944
yearn,0.30654955
yeast,0.19819042
yield,0.08458564
yoke,0.21782808
yolk,0.6749417
zeal,0.42427838
zealous,0.32696012
zone,0.12571345
zoology,0.3141311
juxtaposition,0.7649996
arrogate,0.26764655
imperious,0.736102
umbrage,0.72192943
cogent,0.61694777
impudent,0.78183645
inure,0.81309617
largess,0.6488253
rescind,0.7573982
eschew,0.50921685
pathos,0.37885234
torpid,0.68251956
effrontery,0.8193167
myriad,0.39896327
proclivity,0.8686118
prosaic,0.7399502
promulgate,0.82178915
alacrity,0.7740828
querulous,0.8380825
conflagration,0.6918175
dissemble,0.78164023
vicarious,0.791839
pugnacious,0.8458449
iniquity,0.81027275
limpid,0.624728
ephemeral,0.3491867
contrite,0.668532
ebullient,0.88175
probity,0.13498378
expiate,0.3918365
wizened,0.2392132
mendacious,0.7831945
obtuse,0.5502249
mawkish,0.8411059
invective,0.38859177
venerate,0.7712217
inchoate,0.87597793
diffident,0.59687734
brusque,0.6976859
obdurate,0.1653461
truculent,0.84505445
proscribe,0.73277664
maudlin,0.733955
precocious,0.7953507
latent,0.17406408
reprove,0.68030584
ostensible,0.80048555
pariah,0.6630232
propensity,0.6642637
transient,0.6312884
zenith,0.49926627
grandiloquence,0.9007116
ubiquitous,0.81274205
ineffable,0.74343026
rectitude,0.7603126
nascent,0.23106956
clemency,0.7729026
fastidious,0.87697
conundrum,0.80177325
undulate,0.82012403
fatuous,0.46979392
malevolent,0.58294904
palliate,0.7487938
sanguine,0.78396547
ribald,0.3428453
fallacious,0.68187726
hapless,0.691479
veracity,0.79905653
abjure,0.3076265
replete,0.2399545
approbation,0.7833226
acerbic,0.6890987
acrimony,0.7386883
viscous,0.7322737
licentious,0.5489311
deride,0.64084464
propitious,0.77785736
hegemony,0.28482312
surreptitious,0.832599
odious,0.7170065
winsome,0.8143432
hackneyed,0.87408036
credulity,0.7148906
surmise,0.5518408
laconic,0.7085744
pejorative,0.6121632
punctilious,0.7291506
rebuke,0.49503577
vitriolic,0.8275151
diaphanous,0.51062167
ignominious,0.845605
vituperate,0.7670047
temerity,0.720295
pertinacious,0.88863146
pallid,0.8031295
extant,0.18767156
opulent,0.82095367
turgid,0.6053249
unctuous,0.7969304
harangue,0.527127
buttress,0.46594536
recalcitrant,0.91701657
vilify,0.68736196
impetuous,0.7881532
impertinent,0.74585307
sacrosanct,0.6819766
effulgent,0.786628
enervate,0.7958132
pellucid,0.7522319
vicissitude,0.89148176
tenuous,0.6320155
anathema,0.4578676
repudiate,0.62949854
spurious,0.47521526
demure,0.68570375
cursory,0.5629204
iconoclast,0.81157404
paucity,0.7019452
quagmire,0.40508014
mercurial,0.48645043
surfeit,0.08736435
vapid,0.15694918
perspicacity,0.85448664
desecrate,0.80304384
solicitous,0.7953309
aspersion,0.7332767
adumbrate,0.35794094
verdant,0.53202903
rancor,0.69874626
antipathy,0.7928861
salient,0.21812429
obfuscate,0.44458705
impinge,0.77327937
florid,0.67413247
egregious,0.756566
extol,0.7344277
blandish,0.81748074
munificence,0.80154544
puerile,0.7187701
decry,0.75713205
prescient,0.8657579
morass,0.40461525
capricious,0.8409754
inveterate,0.7870155
fetid,0.5871816
restive,0.7048393
insidious,0.7236741
perfidious,0.8804821
evince,0.626051
transmute,0.7917197
sanctimonious,0.9189297
upbraid,0.4170714
protean,0.1537197
boon,0.32466337
deprecate,0.8810306
ruse,0.10377016
pithy,0.57837445
sycophant,0.7131797
turpitude,0.6659071
exculpate,0.87858564
implacable,0.82692194
dither,0.6309644
garrulous,0.75271666
reprobate,0.87023145
primeval,0.60310936
jubilant,0.7572813
pulchritude,0.88594794
cajole,0.7321802
assiduous,0.78642404
legerdemain,0.8766971
variegated,0.8021442
acumen,0.12959278
gregarious,0.78525966
ingenuous,0.77403414
concomitant,0.8004583
somnolent,0.9005593
neophyte,0.7598027
stupefy,0.7834041
wistful,0.56663495
portent,0.628039
multifarious,0.88258195
